filename,width,height,class,xmin,ymin,xmax,ymax
000000000149.jpg,640,428,person,401.74,325.7,416.44,338.66
000000000149.jpg,640,428,person,559.57,317.53,566.67,336.04
000000000149.jpg,640,428,person,538.45,315.99,543.54,330.71
000000000149.jpg,640,428,person,274.32,326.61,282.34,339.43
000000000149.jpg,640,428,person,544.7,317.64,549.15,333.93
000000000149.jpg,640,428,person,586.44,321.28,590.96,331.16
000000000149.jpg,640,428,person,249.87,316.26,255.19,339.29
000000000149.jpg,640,428,person,233.57,315.3,241.4,339.58
000000000149.jpg,640,428,person,220.06,313.45,227.7,340.66
000000000149.jpg,640,428,person,104,310,563,344
000000000151.jpg,480,640,person,434.61,61.51,465.17,114.79
000000000164.jpg,640,480,cup,146.61,233.85,173.39,254.65
000000000164.jpg,640,480,cup,114.56,236.81,137.79,256.33
000000000164.jpg,640,480,cup,176.77,232.66,196.91,248.79
000000000164.jpg,640,480,cup,196.65,228.88,216.64,244.39
000000000164.jpg,640,480,cup,159.47,231.64,181.19,252.88
000000000164.jpg,640,480,cup,512.83,134.18,528.23,155.56
000000000164.jpg,640,480,cup,532.63,139.85,547.82,153.56
000000000164.jpg,640,480,cup,506.11,146.68,512.37,154.88
000000000164.jpg,640,480,cup,169.77,203.22,187.52,222.07
000000000164.jpg,640,480,cup,133.77,233.33,149.09,253.54
000000000165.jpg,640,536,person,248.63,108.14,631.8,536
000000000165.jpg,640,536,person,6.02,24.09,360.14,528.77
000000000192.jpg,640,480,person,349.48,253.48,481.08,473.53
000000000192.jpg,640,480,person,437.21,218.33,515.62,466.36
000000000192.jpg,640,480,person,0.93,274.23,37.46,479.74
000000000192.jpg,640,480,person,268.11,179.46,379.46,415.14
000000000201.jpg,640,428,person,615.25,195.43,627.73,212
000000000201.jpg,640,428,person,585.9,194.45,597.64,212.37
000000000241.jpg,480,640,person,132.7,6.57,333.13,632.74
000000000241.jpg,480,640,person,1.44,263.55,207.1,611.6
000000000241.jpg,480,640,person,295.71,263.06,402.86,520.21
000000000241.jpg,480,640,cup,103.72,595.29,154.44,640
000000000241.jpg,480,640,cup,0.08,596.49,43.42,640
000000000241.jpg,480,640,person,0,372.74,45.15,576.12
000000000241.jpg,480,640,person,395.51,337.98,480,568.09
000000000257.jpg,640,480,person,139.57,345.58,211.09,480
000000000257.jpg,640,480,person,236.74,326.46,265.12,406.18
000000000257.jpg,640,480,person,211.62,332.49,233.9,392.98
000000000257.jpg,640,480,person,264.09,330.65,280.46,403.53
000000000257.jpg,640,480,person,287.83,337.14,320.98,414.14
000000000257.jpg,640,480,person,570.98,327.79,585.73,370.03
000000000257.jpg,640,480,person,125.19,325.45,135.32,362.48
000000000257.jpg,640,480,person,316.72,334.13,336.89,408.93
000000000257.jpg,640,480,person,77.65,326.41,97.95,374.58
000000000257.jpg,640,480,person,138.11,325.59,153.66,364.04
000000000257.jpg,640,480,person,225.17,327.33,240.38,396.87
000000000257.jpg,640,480,person,190.83,330.6,211.46,370.37
000000000257.jpg,640,480,person,537.16,328.86,551.24,368.68
000000000257.jpg,640,480,person,16,301,627,479
000000000260.jpg,500,333,person,261,139.88,312.75,309.38
000000000260.jpg,500,333,person,17.29,142.16,40.96,170.01
000000000294.jpg,640,427,person,27.7,69.83,392.61,427
000000000308.jpg,640,426,person,134.68,28.65,268.4,424.09
000000000308.jpg,640,426,person,0,47.31,185.08,426
000000000308.jpg,640,426,person,45.74,15.34,208.71,281.23
000000000308.jpg,640,426,person,111.18,78.76,145.69,166.56
000000000308.jpg,640,426,person,381.09,23.47,556.89,419.44
000000000308.jpg,640,426,person,0,236.45,119.66,421.21
000000000308.jpg,640,426,person,345.8,73.1,395.69,249.38
000000000315.jpg,640,427,person,338.69,139.27,400.53,331.9
000000000315.jpg,640,427,person,493.48,148.66,542.57,333.37
000000000315.jpg,640,427,person,124.49,219.59,209.78,392.69
000000000315.jpg,640,427,person,532.23,186.95,578.55,243.03
000000000315.jpg,640,427,person,542.18,159.83,566.4,202.44
000000000315.jpg,640,427,person,575.41,195.26,625.6,242.76
000000000315.jpg,640,427,person,546.97,139.88,560.86,174.01
000000000315.jpg,640,427,person,216.27,220.78,267.49,244.11
000000000315.jpg,640,427,person,300.73,182.05,327.16,215.34
000000000315.jpg,640,427,person,587.28,155.77,593.07,168.72
000000000315.jpg,640,427,person,183.79,369.11,302.78,427
000000000315.jpg,640,427,person,325.41,172.63,340.56,209.09
000000000315.jpg,640,427,person,623.03,162.55,630.55,188.55
000000000315.jpg,640,427,person,45,169,572,290
000000000322.jpg,640,481,person,71.66,110.48,277.96,386.27
000000000326.jpg,640,427,person,152.57,90.68,517.24,426.45
000000000328.jpg,640,491,person,44.81,68.09,268.61,425
000000000328.jpg,640,491,person,197.91,90.52,403.04,479.86
000000000328.jpg,640,491,person,336.87,58.48,586.78,484.52
000000000332.jpg,640,480,cup,88.45,0,262.11,71.94
000000000332.jpg,640,480,cup,587.38,0,640,149.4
000000000332.jpg,640,480,cup,393.61,0.04,514.15,52.75
000000000338.jpg,640,327,person,327,142.07,417.46,325.77
000000000338.jpg,640,327,person,439.35,173.72,496.26,327
000000000357.jpg,640,218,person,372.19,25.03,389.44,52.66
000000000357.jpg,640,218,person,271.1,18.4,298.12,55.56
000000000357.jpg,640,218,person,209.34,22.61,231.54,53.62
000000000357.jpg,640,218,person,74.62,79.12,93.15,127.2
000000000357.jpg,640,218,person,530.83,136.21,559.87,190.8
000000000357.jpg,640,218,person,567.61,160.02,594.37,198.05
000000000357.jpg,640,218,person,592.37,154.71,619.55,201.31
000000000357.jpg,640,218,person,556.03,23.96,569.92,33.63
000000000357.jpg,640,218,person,545.19,21.04,554.84,47.2
000000000357.jpg,640,218,person,596.85,8.21,605.81,18.36
000000000357.jpg,640,218,person,265.33,6.43,283.02,33.77
000000000357.jpg,640,218,person,568.15,29.27,580.02,53.01
000000000357.jpg,640,218,person,580.99,32.19,587.71,56.11
000000000357.jpg,640,218,person,466,0,639,73
000000000360.jpg,500,375,person,261.02,138.76,313.12,175.71
000000000360.jpg,500,375,person,97.99,273.39,124.59,294.8
000000000368.jpg,480,640,sports ball,207.19,238.22,254.63,287.93
000000000368.jpg,480,640,person,165.31,107.62,394.93,379.94
000000000368.jpg,480,640,person,157.8,81.3,211.54,190.83
000000000368.jpg,480,640,person,64.14,198.37,121.16,234
000000000368.jpg,480,640,person,135.57,148.47,175.11,230.92
000000000368.jpg,480,640,person,270.71,71.75,307.77,153.8
000000000368.jpg,480,640,person,424.64,138.63,468.75,237.34
000000000368.jpg,480,640,person,285.15,122.08,361.73,360.31
000000000368.jpg,480,640,person,362.62,137.3,399.8,235.38
000000000368.jpg,480,640,person,80.88,136.65,109.92,202.91
000000000368.jpg,480,640,person,65.03,138.05,83.87,201.81
000000000368.jpg,480,640,person,214.14,120.26,234.06,149.92
000000000368.jpg,480,640,person,0,137.82,18.76,230.77
000000000370.jpg,480,640,person,90.81,24.5,480,640
000000000382.jpg,640,480,person,507.71,363.06,561.18,444.34
000000000389.jpg,640,480,person,0,256.72,141.3,478.92
000000000389.jpg,640,480,person,467.34,292.19,565.05,480
000000000389.jpg,640,480,person,91.3,249.63,183,420.25
000000000389.jpg,640,480,person,566.94,270.67,640,395.55
000000000389.jpg,640,480,person,41.34,172.71,55.41,217.03
000000000389.jpg,640,480,person,170.84,285.24,218.83,332.59
000000000389.jpg,640,480,person,429.7,257.19,473.03,305.37
000000000389.jpg,640,480,person,394.46,242.34,427.02,269.02
000000000389.jpg,640,480,person,562.5,371.81,639.74,479.84
000000000389.jpg,640,480,person,140.99,84.05,509.06,473.65
000000000389.jpg,640,480,person,517.46,269.94,525.87,279.57
000000000389.jpg,640,480,person,516.91,269.97,590.71,415.95
000000000395.jpg,640,580,person,118.61,138.16,551.33,573.48
000000000395.jpg,640,580,person,0,207.32,80.81,486.24
000000000395.jpg,640,580,person,77.02,270.92,159.57,475.58
000000000395.jpg,640,580,person,515.21,200.28,640,580
000000000395.jpg,640,580,person,108.58,232.54,147.44,279.44
000000000395.jpg,640,580,person,140.76,239.82,222.88,349.3
000000000395.jpg,640,580,person,412.44,194.77,445.38,300.74
000000000395.jpg,640,580,person,428.93,206.74,472.83,319.89
000000000395.jpg,640,580,person,159.8,332.19,220.19,399.16
000000000395.jpg,640,580,person,54.7,214.92,103.09,341.86
000000000395.jpg,640,580,person,448.16,253.08,518.95,342.74
000000000397.jpg,640,480,cup,0,294.57,36.75,366.45
000000000397.jpg,640,480,cup,480,315.43,630.86,473.77
000000000397.jpg,640,480,person,3.74,0,229.4,205.33
000000000415.jpg,359,640,person,0,257.44,122.96,559.06
000000000419.jpg,640,480,person,124.84,130.17,170.04,283
000000000419.jpg,640,480,sports ball,124.23,91.39,130.77,98.58
000000000419.jpg,640,480,person,458.52,228.83,589.53,404.94
000000000428.jpg,640,360,person,226.94,32.65,582.86,355.92
000000000431.jpg,640,389,sports ball,359.09,194.16,371.27,205.8
000000000431.jpg,640,389,person,153.75,67.12,311.04,319.59
000000000436.jpg,427,640,person,7.21,2.88,427,628.47
000000000443.jpg,640,480,person,117.57,1.08,637.48,473.53
000000000443.jpg,640,480,person,488.63,2.16,640,305.26
000000000443.jpg,640,480,person,2.37,152.69,145.78,464.4
000000000446.jpg,480,640,person,75.71,124.17,358.11,640
000000000450.jpg,640,480,cup,562.02,0,640,192.97
000000000459.jpg,516,640,person,0,84.85,514.88,632.81
000000000471.jpg,640,427,person,211.03,155.14,227.24,200.12
000000000474.jpg,333,500,person,3.37,42.7,332.58,471.91
000000000488.jpg,640,406,sports ball,431.12,252.62,439.41,260.2
000000000488.jpg,640,406,person,180.76,210.3,285.39,341.33
000000000488.jpg,640,406,person,112.24,245.32,239.24,356.08
000000000488.jpg,640,406,person,209.3,197.89,234.71,268.64
000000000488.jpg,640,406,person,546.32,216.45,590.45,265.71
000000000488.jpg,640,406,person,34.67,208.02,125.91,360.38
000000000488.jpg,640,406,person,224.36,181.86,228.78,189.87
000000000510.jpg,640,480,person,254.05,130.27,405.41,428.65
000000000520.jpg,640,480,person,242.02,307.84,257.23,342.11
000000000520.jpg,640,480,person,453.08,316.95,470.94,335.82
000000000520.jpg,640,480,person,508.05,323.61,516.15,337.31
000000000529.jpg,427,640,person,108.5,76.36,337.85,487
000000000529.jpg,427,640,person,25.53,97.9,297.83,294.01
000000000531.jpg,640,480,person,262.69,248.31,302.1,337.5
000000000531.jpg,640,480,person,82.87,256.14,120.54,321.79
000000000531.jpg,640,480,person,251.65,253.24,263.91,279.54
000000000531.jpg,640,480,sports ball,270.75,294.6,272.61,297.36
000000000531.jpg,640,480,person,216.17,255.01,226.8,278.82
000000000531.jpg,640,480,person,446.85,246.33,459.69,281.75
000000000531.jpg,640,480,person,504.06,244.48,516.77,276.38
000000000531.jpg,640,480,person,389.5,256.37,401.59,277.23
000000000531.jpg,640,480,person,6.46,258.44,28.91,294.25
000000000532.jpg,640,480,person,269.09,234.57,313.61,390.83
000000000532.jpg,640,480,person,124.32,253.48,169.98,367.5
000000000532.jpg,640,480,person,221.34,212.83,239.33,231.22
000000000532.jpg,640,480,person,154.41,216.47,166.68,236.13
000000000536.jpg,448,336,person,292.86,133.95,448,332.22
000000000536.jpg,448,336,person,169.41,79.52,277.83,335.14
000000000536.jpg,448,336,person,88.34,68.58,186.5,332.1
000000000542.jpg,640,484,person,222.66,189.73,291.65,375.81
000000000542.jpg,640,484,person,149.14,209.99,197.51,375.14
000000000542.jpg,640,484,person,452.46,195.78,492.7,355.66
000000000542.jpg,640,484,person,356.16,211.39,403.5,345.21
000000000542.jpg,640,484,person,317.69,211.33,357.89,343.98
000000000542.jpg,640,484,person,296.02,206.37,329.47,349.03
000000000542.jpg,640,484,person,185.31,212.23,229.41,348.02
000000000542.jpg,640,484,person,454.74,130.38,497.81,224.84
000000000542.jpg,640,484,person,267.72,118.01,335.11,194.39
000000000542.jpg,640,484,person,278.49,214.25,309.24,350.12
000000000542.jpg,640,484,person,441.12,127.42,460.82,153.68
000000000542.jpg,640,484,person,281.51,219.21,296.17,294.09
000000000544.jpg,640,427,sports ball,596.57,293.78,610.38,301.22
000000000544.jpg,640,427,person,253.32,243.73,366.55,404.93
000000000544.jpg,640,427,person,107.47,301.3,237.01,412.61
000000000544.jpg,640,427,person,25.53,269.29,127.2,412.08
000000000544.jpg,640,427,person,76.23,191.66,105.07,236.44
000000000544.jpg,640,427,person,247.29,185.44,276.46,235.45
000000000544.jpg,640,427,person,193.14,209.98,223.18,237.51
000000000544.jpg,640,427,person,148.91,193.7,180.06,235.68
000000000544.jpg,640,427,person,0.07,221.17,33.55,299.07
000000000544.jpg,640,427,person,544.81,211.75,566.55,232.75
000000000544.jpg,640,427,person,20.46,237.09,63.18,296.53
000000000544.jpg,640,427,person,174.28,213.99,193.18,238.9
000000000544.jpg,640,427,person,18.77,194.87,44.41,240.5
000000000544.jpg,640,427,person,512.31,203.13,528.7,232.85
000000000544.jpg,640,427,person,0,0,639,347
000000000562.jpg,423,640,cup,63,77.45,372.26,604.34
000000000564.jpg,520,640,person,230.51,335.3,377.99,614.5
000000000564.jpg,520,640,person,430.78,203.68,520,297.58
000000000569.jpg,640,480,person,88.1,269.14,168.28,414.52
000000000572.jpg,427,640,person,139.78,58.22,285.09,599.99
000000000572.jpg,427,640,person,70.74,254.8,199.6,601.07
000000000589.jpg,640,480,person,347.91,184.57,493.34,368.86
000000000605.jpg,640,480,cup,290.81,123.78,515.68,298.92
000000000605.jpg,640,480,cup,409.89,30.2,552.27,172.58
000000000623.jpg,375,500,person,162.34,1.3,374.03,492.21
000000000625.jpg,640,446,person,404,204.12,524,418.12
000000000625.jpg,640,446,person,272,152.95,373,423.95
000000000625.jpg,640,446,person,185.42,233.52,277.76,419.94
000000000634.jpg,427,640,person,57.53,264.63,348.04,474.61
000000000634.jpg,427,640,person,149.43,16.32,171.11,47.09
000000000634.jpg,427,640,person,338.65,0.14,427,114.94
000000000634.jpg,427,640,person,176.88,17.1,197.89,41.26
000000000634.jpg,427,640,person,78.14,38.48,103.7,67.06
000000000641.jpg,640,428,person,578.29,233.52,589.48,246.6
000000000641.jpg,640,428,person,565.24,240.92,582.7,275.3
000000000641.jpg,640,428,person,596.87,232.88,606.61,246.1
000000000641.jpg,640,428,person,555.69,231.63,562.72,254.48
000000000641.jpg,640,428,person,463.68,225.62,468.72,251.94
000000000641.jpg,640,428,person,606.61,231.89,613.74,246.34
000000000641.jpg,640,428,person,26.91,207.55,56.3,230.55
000000000641.jpg,640,428,person,3.82,209.9,24.22,232.86
000000000641.jpg,640,428,person,0,220.97,6.32,239.91
000000000659.jpg,640,425,person,46.65,120.56,122.53,348.86
000000000659.jpg,640,425,person,126.07,145.17,192.92,339.04
000000000659.jpg,640,425,person,0.81,142.62,35.73,275.23
000000000659.jpg,640,425,person,41.78,137.15,71.45,185.01
000000000659.jpg,640,425,person,85.39,155.5,126.08,177.46
000000000659.jpg,640,425,person,94.09,142.32,117.91,197.75
000000000659.jpg,640,425,person,107,141.51,122.05,160.06
000000000673.jpg,640,481,person,615.26,86.38,622.47,102.28
000000000673.jpg,640,481,person,627.93,84.38,635.51,102.12
000000000673.jpg,640,481,person,576.92,84.57,579.79,89.1
000000000675.jpg,640,480,cup,245.34,209.84,314.99,308.34
000000000675.jpg,640,480,cup,147.74,231.28,204.62,304.65
000000000684.jpg,612,612,person,81.03,15.23,234.42,233.59
000000000690.jpg,640,480,person,442.57,205.01,477.93,253.64
000000000690.jpg,640,480,person,131.72,218.71,139.94,233.81
000000000690.jpg,640,480,person,113.3,220.48,122.97,235.21
000000000690.jpg,640,480,person,96.04,223.52,100.95,236.02
000000000692.jpg,640,480,person,189.42,30.26,618.83,458.6
000000000692.jpg,640,480,person,209.87,129.27,517.67,472.59
000000000693.jpg,640,428,person,334.71,38.47,507.83,354.9
000000000715.jpg,640,480,cup,354.38,121.03,395.22,163.29
000000000715.jpg,640,480,cup,326.14,112.79,366.91,149.73
000000000715.jpg,640,480,cup,470.35,114.89,514.28,158.09
000000000715.jpg,640,480,cup,511.91,110.3,555.68,146.66
000000000715.jpg,640,480,cup,282.12,88.59,310.05,121.92
000000000715.jpg,640,480,cup,192.64,77.32,216.52,90.48
000000000715.jpg,640,480,cup,435.09,106.55,476.29,140.01
000000000715.jpg,640,480,cup,397.82,109.4,439.2,139.27
000000000715.jpg,640,480,cup,311.85,78.82,344.06,121
000000000715.jpg,640,480,cup,187.7,90.85,218.78,120.83
000000000715.jpg,640,480,cup,341.22,76.64,354.97,101.39
000000000715.jpg,640,480,cup,258.88,98.33,287.91,137.12
000000000716.jpg,640,480,person,231.76,148.4,348.26,267.79
000000000716.jpg,640,480,person,407.6,133.24,634.27,323.57
000000000716.jpg,640,480,person,464.32,303.49,638.85,480
000000000716.jpg,640,480,person,455.63,2.16,563.06,204.62
000000000716.jpg,640,480,cup,420.38,180.53,428.88,193.06
000000000716.jpg,640,480,person,191.54,102.48,282.36,224.94
000000000722.jpg,640,457,person,415.83,238.28,436.41,305.18
000000000722.jpg,640,457,person,80.15,248.93,139.28,387.13
000000000722.jpg,640,457,person,164.57,255.37,228.94,387.21
000000000722.jpg,640,457,person,438.6,242.03,463.19,304.17
000000000722.jpg,640,457,person,459.42,247.32,474.84,300.52
000000000722.jpg,640,457,person,476.37,246.69,496.01,301.3
000000000722.jpg,640,457,person,576.71,253.78,592.28,301.07
000000000722.jpg,640,457,person,392.64,243.49,414.55,301.58
000000000722.jpg,640,457,person,482.71,241.4,498.68,290.21
000000000722.jpg,640,457,person,250.63,237.15,263.32,255.93
000000000722.jpg,640,457,person,23.76,138.87,34.45,169.34
000000000722.jpg,640,457,person,145.41,136.22,155.55,163.39
000000000722.jpg,640,457,person,383.06,278.08,409.94,304.23
000000000722.jpg,640,457,person,59,185,602,303
000000000723.jpg,359,640,person,276.83,333.93,359,439.28
000000000723.jpg,359,640,person,38.75,292.42,98.62,386.99
000000000723.jpg,359,640,person,81.22,272.21,126.71,421.78
000000000723.jpg,359,640,person,155.94,301.99,207.24,423.42
000000000730.jpg,640,428,person,397.56,219.54,415.99,238.7
000000000730.jpg,640,428,person,408.14,207,429.86,242.61
000000000730.jpg,640,428,person,351.27,192.82,400.06,239.83
000000000731.jpg,640,480,person,131.8,89.55,272.08,427.93
000000000735.jpg,640,361,person,269.23,35.43,389.12,361
000000000761.jpg,640,480,person,496.17,114.11,612.97,480
000000000761.jpg,640,480,person,571.69,125.12,616.99,243.78
000000000761.jpg,640,480,person,498.34,177.98,518.83,241.62
000000000761.jpg,640,480,person,385.18,122.81,470.02,370.12
000000000761.jpg,640,480,person,299.87,117.57,394.79,348.4
000000000761.jpg,640,480,person,0,211.7,162.42,479.56
000000000761.jpg,640,480,person,48.52,138.96,98.18,225.86
000000000761.jpg,640,480,person,118.03,145.45,141.67,203.83
000000000761.jpg,640,480,person,176.25,89.98,313.71,468.78
000000000761.jpg,640,480,person,145.76,125.74,207.44,298.33
000000000761.jpg,640,480,person,394.23,127.68,415.11,175.03
000000000761.jpg,640,480,person,359.93,128.35,379.12,151.93
000000000764.jpg,500,343,person,70.14,95.58,148.76,281.34
000000000764.jpg,500,343,person,252.43,128.1,436.62,330.34
000000000764.jpg,500,343,person,186.11,113.05,219.95,206.88
000000000764.jpg,500,343,person,377.03,120.17,389.91,158.38
000000000764.jpg,500,343,person,434.53,120.39,448.2,157.69
000000000764.jpg,500,343,person,447.64,106.84,487.73,173.32
000000000764.jpg,500,343,person,427.71,134.84,436.47,162.49
000000000764.jpg,500,343,person,231.19,106.68,261.54,168.02
000000000764.jpg,500,343,person,270.29,109.97,292.71,161.04
000000000764.jpg,500,343,person,409.1,123.7,420.21,158.05
000000000764.jpg,500,343,person,386.69,112.49,400.47,163.78
000000000764.jpg,500,343,person,57.42,114.43,80.85,158.58
000000000764.jpg,500,343,person,252.52,123.08,261.71,159.41
000000000764.jpg,500,343,person,27,108,409,172
000000000781.jpg,612,612,person,229.64,526.24,268.42,569.68
000000000790.jpg,640,422,person,211.71,78.07,309.29,198.82
000000000790.jpg,640,422,person,7.59,110.85,201.78,378.03
000000000790.jpg,640,422,person,329.75,100.24,474.5,281.19
000000000790.jpg,640,422,person,433.38,134.04,629.24,422
000000000790.jpg,640,422,cup,338.55,229.78,360.97,277.56
000000000790.jpg,640,422,cup,202.26,251.91,229.61,308.51
000000000790.jpg,640,422,cup,319.2,200.61,339.87,241.29
000000000790.jpg,640,422,cup,211.47,237.98,235.9,286.85
000000000795.jpg,500,332,person,248.16,165.26,301.03,296.1
000000000795.jpg,500,332,person,0,150.29,81.6,332
000000000795.jpg,500,332,person,187.49,169.56,232.23,291.45
000000000795.jpg,500,332,person,231.14,176.66,254.88,237.32
000000000795.jpg,500,332,person,212.93,175.11,227.42,193.19
000000000795.jpg,500,332,person,247.83,165.03,267.12,190.41
000000000795.jpg,500,332,person,297.8,173.08,300.85,178.05
000000000795.jpg,500,332,person,283.89,173.01,291.12,181.24
000000000810.jpg,640,480,person,495.86,3.04,551.45,80.5
000000000810.jpg,640,480,person,0,0.72,85.91,149.98
000000000810.jpg,640,480,person,423.64,0,456.97,72.81
000000000810.jpg,640,480,person,66.88,1.08,110.02,67.96
000000000821.jpg,512,640,person,313.56,174.81,486.8,545.64
000000000821.jpg,512,640,person,171.39,187.44,294.42,527.43
000000000828.jpg,640,431,person,348.97,78.67,454.33,277.26
000000000831.jpg,333,500,person,139.17,112.58,273.83,269.92
000000000831.jpg,333,500,person,286.63,259.44,294.17,279.53
000000000831.jpg,333,500,person,55.77,256.2,64.66,270.44
000000000831.jpg,333,500,person,255.47,258.01,261.63,264.01
000000000836.jpg,500,335,person,201.82,62.96,286.89,184.91
000000000839.jpg,640,575,person,303.58,69.03,596.87,494.82
000000000839.jpg,640,575,person,47.3,107.38,302.74,465.95
000000000882.jpg,640,427,person,147.51,3.33,471.36,418.13
000000000897.jpg,640,427,person,263.88,83.54,586.29,388.68
000000000901.jpg,460,640,person,248.16,439.48,280.3,546.34
000000000901.jpg,460,640,person,274.5,434.62,294.43,476.6
000000000901.jpg,460,640,person,214.17,431.91,249.77,546.58
000000000901.jpg,460,640,person,128.78,434.69,157.11,543.9
000000000901.jpg,460,640,person,179.97,432.62,214.3,535.93
000000000901.jpg,460,640,person,87.66,438.19,114.48,534.13
000000000901.jpg,460,640,person,329.84,429.07,351.69,459.61
000000000901.jpg,460,640,person,20.6,432.47,49.01,538.29
000000000901.jpg,460,640,person,165.27,442.19,202.67,563.43
000000000901.jpg,460,640,person,110.08,432.85,133.48,506.17
000000000901.jpg,460,640,person,144.22,425.64,189.06,590.96
000000000909.jpg,327,500,cup,71.86,311.58,135.25,406.23
000000000913.jpg,640,512,person,49.32,220.04,93.55,305.88
000000000923.jpg,640,485,person,397.06,258.53,417.05,276.13
000000000925.jpg,392,500,person,19.1,0,391.01,493.26
000000000925.jpg,392,500,person,328.8,21.26,392,470.29
000000000925.jpg,392,500,person,0,47.12,49.66,494.07
000000000927.jpg,612,612,person,331.44,35.53,470.35,555.38
000000000927.jpg,612,612,person,188.87,77.9,238.94,223.05
000000000927.jpg,612,612,person,134.9,86.37,166.03,192.76
000000000927.jpg,612,612,person,102.38,62.4,137.23,184.03
000000000927.jpg,612,612,person,165.22,101.7,194.7,187.93
000000000927.jpg,612,612,person,11.03,109.34,44.25,292.44
000000000927.jpg,612,612,person,449.35,88.25,485.26,228.33
000000000927.jpg,612,612,person,354.81,106.6,397.95,172.59
000000000934.jpg,640,480,person,530.7,316.04,546.88,340.85
000000000934.jpg,640,480,person,575.62,306.52,587.49,337.15
000000000934.jpg,640,480,person,568.4,308.7,583.6,343.69
000000000934.jpg,640,480,person,546.77,309.16,554.63,322.8
000000000934.jpg,640,480,person,546.35,306.92,562.99,343.45
000000000934.jpg,640,480,person,545.05,297.98,565.89,320.46
000000000939.jpg,640,480,cup,492.23,291.66,517.09,316.78
000000000939.jpg,640,480,cup,501.79,284.34,520.3,293.07
